ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Age,Debt_to_Income,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y
3481,0.0,155.0,36.0,1.0,893,26,0.0445274346452168,False,False,True,False,False,False,False,True,False,False
7200,0.0,120.0,360.0,1.0,882,23,0.0166666666666666,False,False,False,False,False,False,False,False,False,True
5166,0.0,128.0,360.0,1.0,482,39,0.0247773906310491,True,False,False,False,False,False,True,True,False,True
4095,3447.0,151.0,360.0,1.0,884,25,0.0368742368742368,True,False,False,False,False,False,False,False,False,True
4708,1387.0,150.0,360.0,1.0,402,31,0.0318606627017842,True,True,False,True,False,False,False,True,False,True
4333,1811.0,160.0,360.0,0.0,339,47,0.0369259173782598,True,True,False,False,True,False,False,False,True,True
3418,0.0,135.0,360.0,1.0,333,43,0.0394967817437097,False,False,False,False,False,False,False,False,False,False
2876,1560.0,90.0,360.0,1.0,777,54,0.0312934631432545,False,False,True,False,False,False,False,False,True,True
3237,0.0,30.0,360.0,1.0,400,31,0.0092678405931417,False,False,False,False,False,False,False,False,True,True
11146,0.0,136.0,360.0,1.0,492,51,0.0122016867037502,True,True,False,False,False,False,False,False,True,True
2833,1857.0,126.0,360.0,1.0,418,39,0.0444758206847864,True,False,False,False,False,False,False,False,False,True
2620,2223.0,150.0,360.0,1.0,510,55,0.0572519083969465,True,True,False,False,False,False,False,True,False,True
3900,0.0,90.0,360.0,1.0,482,28,0.023076923076923,True,True,False,True,False,False,False,True,False,True
2750,1842.0,115.0,360.0,1.0,525,44,0.0418181818181818,True,True,True,False,False,False,False,True,False,True
3993,3274.0,207.0,360.0,1.0,581,58,0.0518407212622088,True,True,False,False,False,False,False,True,False,True
3103,1300.0,80.0,360.0,1.0,469,47,0.0257815017724782,True,True,False,False,False,False,False,False,True,True
14583,0.0,436.0,360.0,1.0,884,43,0.0298978262360282,True,True,False,False,False,False,False,True,False,True
4100,0.0,124.0,360.0,1.0,424,25,0.0302439024390243,False,True,False,False,False,True,False,False,False,True
4053,2426.0,158.0,360.0,0.0,798,44,0.0389834690352825,True,False,True,False,False,True,True,False,True,False
3927,800.0,112.0,360.0,1.0,550,34,0.0285204991087344,True,True,False,False,False,False,False,True,False,True
2301,985.7999878,78.0,180.0,1.0,893,47,0.0338983050847457,True,True,False,True,False,False,False,False,True,True
1811,1666.0,54.0,360.0,1.0,505,38,0.029817780231916,False,False,False,False,False,False,False,False,True,True
20667,0.0,146.41216216216216,360.0,1.0,482,32,0.0070843451958272,True,True,False,False,False,False,False,False,False,False
3158,3053.0,89.0,360.0,1.0,566,44,0.0281823939202026,True,False,False,False,False,False,False,False,False,True
2600,1717.0,99.0,300.0,1.0,584,40,0.038076923076923,False,False,False,False,False,False,True,True,False,False
3704,2000.0,120.0,360.0,1.0,899,45,0.0323974082073434,True,True,False,False,False,False,False,False,False,True
4124,0.0,115.0,360.0,1.0,835,25,0.0278855480116391,False,False,False,False,False,False,False,True,False,True
9508,0.0,187.0,360.0,1.0,565,54,0.0196676482961716,True,False,False,False,False,False,False,False,False,True
3075,2416.0,139.0,360.0,1.0,849,40,0.0452032520325203,True,True,False,False,False,False,False,False,False,True
4400,0.0,127.0,360.0,0.0,621,32,0.0288636363636363,True,True,False,True,False,False,False,True,False,False
3153,1560.0,134.0,360.0,1.0,425,23,0.042499207104345,True,True,False,True,False,False,False,False,True,True
5417,0.0,143.0,480.0,0.0,736,42,0.0263983754845855,False,False,False,False,False,False,False,False,True,False
2383,3334.0,172.0,360.0,1.0,452,43,0.0721779269827948,True,True,False,False,False,False,False,True,False,True
4416,1250.0,110.0,360.0,1.0,484,36,0.024909420289855,True,True,False,False,True,False,False,False,True,True
6875,0.0,200.0,360.0,1.0,445,41,0.029090909090909,True,True,True,False,False,False,False,True,False,True
4666,0.0,135.0,360.0,1.0,320,56,0.028932704672096,False,True,True,False,False,False,False,False,True,True
5000,2541.0,151.0,480.0,1.0,486,24,0.0302,False,False,False,False,False,False,False,False,False,False
2014,2925.0,113.0,360.0,1.0,870,53,0.0561072492552135,True,True,True,False,False,False,False,False,True,False
1800,2934.0,93.0,360.0,0.0,347,31,0.0516666666666666,True,True,False,False,False,True,False,False,True,False
2875,1750.0,105.0,360.0,1.0,650,33,0.0365217391304347,True,True,False,False,False,True,False,True,False,True
5000,0.0,132.0,360.0,1.0,858,55,0.0264,False,False,False,False,False,False,False,False,False,True
1625,1803.0,96.0,360.0,1.0,552,44,0.059076923076923,True,True,True,False,False,False,False,False,True,True
4000,2500.0,140.0,360.0,1.0,836,30,0.035,True,False,False,False,False,False,False,False,False,True
2000,0.0,146.41216216216216,360.0,1.0,454,37,0.073206081081081,True,False,False,False,False,True,False,False,True,False
3762,1666.0,135.0,360.0,1.0,390,35,0.0358851674641148,False,False,False,False,False,False,False,False,False,True
2400,1863.0,104.0,360.0,0.0,853,29,0.0433333333333333,False,False,False,False,False,False,False,False,True,False
20233,0.0,480.0,360.0,1.0,364,37,0.0237236198289922,True,False,False,False,False,False,False,False,False,False
7667,0.0,185.0,360.0,1.0,328,58,0.0241293856788835,True,True,False,True,False,True,False,False,False,True
2917,0.0,84.0,360.0,1.0,832,53,0.0287967089475488,False,False,False,False,False,False,False,True,False,True
2927,2405.0,111.0,360.0,1.0,358,39,0.0379227878373761,True,False,False,False,False,True,False,True,False,True
2507,0.0,56.0,360.0,1.0,329,45,0.0223374551256481,False,False,False,False,False,False,False,False,False,True
5746,0.0,144.0,84.0,1.0,631,41,0.0250609119387399,True,True,False,True,False,False,True,False,False,True
2473,1843.0,159.0,360.0,1.0,483,29,0.0642943792964011,True,True,False,False,False,False,False,False,False,False
3399,1640.0,111.0,180.0,1.0,351,28,0.0326566637246248,True,True,True,False,False,True,False,False,True,True
3717,0.0,120.0,360.0,1.0,509,55,0.0322841000807102,True,True,False,True,False,False,False,True,False,True
2058,2134.0,88.0,360.0,1.0,316,56,0.042759961127308,True,True,False,False,False,False,False,False,True,True
3541,0.0,112.0,360.0,1.0,336,43,0.031629483196837,False,False,True,False,False,False,False,True,False,True
10000,0.0,155.0,360.0,1.0,448,35,0.0155,True,True,True,False,False,False,True,False,False,False
2400,2167.0,115.0,360.0,1.0,415,35,0.0479166666666666,True,True,False,False,False,False,False,True,False,True
4342,189.0,124.0,360.0,1.0,777,58,0.0285582680792261,True,True,False,False,True,False,False,True,False,True
3601,1590.0,146.41216216216216,360.0,1.0,839,34,0.0406587509475596,True,True,False,True,False,True,False,False,False,True
3166,2985.0,132.0,360.0,1.0,709,37,0.0416929879974731,False,False,False,False,False,False,False,False,False,True
15000,0.0,300.0,360.0,1.0,542,22,0.02,True,True,False,False,True,False,False,False,False,True
8666,4983.0,376.0,360.0,0.0,790,27,0.0433879529194553,True,True,True,False,False,False,True,False,False,False
4917,0.0,130.0,360.0,0.0,705,52,0.0264388854992881,True,False,False,False,False,False,False,False,False,True
5818,2160.0,184.0,360.0,1.0,377,32,0.0316259883121347,True,True,False,False,False,False,True,True,False,True
4333,2451.0,110.0,360.0,1.0,368,36,0.0253865681975536,False,True,False,False,False,False,False,False,True,False
2500,0.0,67.0,360.0,1.0,788,35,0.0268,False,False,False,False,False,False,False,False,True,True
4384,1793.0,117.0,360.0,1.0,609,51,0.0266879562043795,True,False,True,False,False,False,False,False,True,True
2935,0.0,98.0,360.0,1.0,760,44,0.0333901192504258,True,False,False,False,False,False,False,True,False,True
2833,0.0,71.0,360.0,1.0,705,43,0.0250617719731733,True,False,False,False,False,False,False,False,True,True
63337,0.0,490.0,180.0,1.0,609,48,0.0077363942087563,True,True,False,False,False,False,False,False,True,True
9833,1833.0,182.0,180.0,1.0,634,54,0.0185091020034577,True,True,True,False,False,False,True,False,True,True
5503,4490.0,70.0,360.0,1.0,473,36,0.0127203343630746,True,True,False,False,False,False,True,True,False,True
5250,688.0,160.0,360.0,1.0,476,54,0.0304761904761904,True,True,True,False,False,False,False,False,False,True
2500,4600.0,176.0,360.0,1.0,729,53,0.0704,True,True,False,True,False,False,True,False,False,True
1830,0.0,146.41216216216216,360.0,0.0,675,48,0.0800066459902525,False,False,False,False,True,True,False,False,True,False
4160,0.0,71.0,360.0,1.0,749,29,0.0170673076923076,False,False,False,False,False,False,False,True,False,True
2647,1587.0,173.0,360.0,1.0,438,42,0.0653570079335096,True,True,False,False,True,True,False,False,False,False
2378,0.0,46.0,360.0,1.0,531,47,0.0193439865433137,False,False,False,False,False,False,False,False,False,False
4554,1229.0,158.0,360.0,1.0,733,29,0.0346947738252086,True,True,True,False,False,True,False,False,True,True
3173,0.0,74.0,360.0,1.0,440,52,0.0233217774976363,True,True,False,False,True,True,False,True,False,True
2583,2330.0,125.0,360.0,1.0,642,27,0.0483933410762679,True,True,False,True,False,False,False,False,False,True
2499,2458.0,160.0,360.0,1.0,806,52,0.0640256102440976,True,True,False,False,False,False,False,True,False,True
3523,3230.0,152.0,360.0,0.0,469,52,0.0431450468350837,True,True,False,False,False,True,False,False,False,False
3083,2168.0,126.0,360.0,1.0,870,42,0.0408692831657476,True,True,False,True,False,True,False,False,True,True
6333,4583.0,259.0,360.0,1.0,497,46,0.0408968893099636,True,True,False,False,False,False,False,True,False,True
2625,6250.0,187.0,360.0,1.0,810,40,0.0712380952380952,True,True,False,False,False,False,False,False,False,True
9083,0.0,228.0,360.0,1.0,492,22,0.0251018385995816,True,True,False,False,False,False,False,True,False,True
8750,4167.0,308.0,360.0,1.0,687,21,0.0352,True,False,False,False,False,False,False,False,False,False
2666,2083.0,95.0,360.0,1.0,491,43,0.0356339084771192,True,True,False,False,True,False,False,False,False,True
5500,0.0,105.0,360.0,0.0,617,47,0.019090909090909,False,True,False,False,False,False,True,False,False,False
2423,505.0,130.0,360.0,1.0,834,37,0.0536524969046636,False,True,False,False,False,False,False,True,False,True
3813,0.0,116.0,180.0,1.0,664,55,0.030422239706268,False,False,False,False,False,False,False,False,True,True
8333,3167.0,165.0,360.0,1.0,652,35,0.0198007920316812,True,True,False,True,False,False,False,False,False,True
3875,0.0,67.0,360.0,1.0,735,37,0.0172903225806451,True,True,True,False,False,False,False,False,True,False
3000,1666.0,100.0,480.0,0.0,420,22,0.0333333333333333,True,True,False,False,False,True,False,False,True,False
5167,3167.0,200.0,360.0,1.0,672,24,0.0387071801819237,True,True,False,False,True,False,False,True,False,True
4723,0.0,81.0,360.0,1.0,397,39,0.017150116451408,False,False,True,False,False,False,False,True,False,False
5000,3667.0,236.0,360.0,1.0,624,35,0.0472,True,True,False,True,False,False,False,True,False,True
4750,2333.0,130.0,360.0,1.0,466,36,0.0273684210526315,True,True,False,False,False,False,False,False,True,True
3013,3033.0,95.0,300.0,1.0,361,28,0.0315300365084633,True,True,False,False,False,False,False,False,True,True
6822,0.0,141.0,360.0,1.0,863,35,0.0206684256816182,True,False,False,False,False,False,True,False,False,True
6216,0.0,133.0,360.0,1.0,624,23,0.0213963963963963,True,False,False,False,False,True,False,False,False,False
2500,0.0,96.0,480.0,1.0,712,51,0.0384,True,False,False,False,False,False,False,True,False,False
5124,0.0,124.0,360.0,0.0,404,28,0.024199843871975,True,False,False,False,False,False,False,False,False,False
6325,0.0,175.0,360.0,1.0,672,31,0.0276679841897233,True,True,True,False,False,False,False,True,False,True
19730,5266.0,570.0,360.0,1.0,546,26,0.0288900152052711,True,True,False,False,False,False,False,False,False,False
15759,0.0,55.0,360.0,1.0,895,44,0.0034900691668253,False,False,False,False,False,False,True,True,False,True
5185,0.0,155.0,360.0,1.0,717,24,0.0298939247830279,True,True,False,True,False,False,False,True,False,True
9323,7873.0,380.0,300.0,1.0,484,32,0.0407594122063713,True,True,False,True,False,False,True,False,False,True
3062,1987.0,111.0,180.0,0.0,561,31,0.0362508164598301,True,False,True,False,False,False,False,False,True,False
2764,1459.0,110.0,360.0,1.0,792,55,0.0397973950795947,False,False,False,False,False,False,False,False,True,True
4817,923.0,120.0,180.0,1.0,723,31,0.0249117708117085,True,True,False,False,False,False,False,False,True,True
8750,4996.0,130.0,360.0,1.0,841,21,0.0148571428571428,True,True,False,False,True,False,False,False,False,True
4310,0.0,130.0,360.0,1.0,382,37,0.0301624129930394,True,True,False,False,False,False,False,True,False,True
3069,0.0,71.0,480.0,1.0,737,35,0.0231345715216682,True,False,False,False,False,False,False,False,True,False
5391,0.0,130.0,360.0,1.0,570,58,0.0241142645149322,True,True,False,True,False,False,False,False,True,True
3333,2500.0,128.0,360.0,1.0,850,56,0.0384038403840384,True,True,False,False,False,False,False,True,False,True
5941,4232.0,296.0,360.0,1.0,773,59,0.0498232620770913,True,False,False,False,False,False,False,True,False,True
6000,0.0,156.0,360.0,1.0,591,47,0.026,False,False,False,False,False,False,False,False,True,True
7167,0.0,128.0,360.0,1.0,743,56,0.0178596344356076,True,False,False,False,False,False,True,False,True,True
4566,0.0,100.0,360.0,1.0,385,32,0.0219010074463425,True,True,False,True,False,False,False,False,True,False
3667,0.0,113.0,180.0,1.0,532,59,0.0308153804199618,True,False,True,False,False,False,False,False,True,True
2346,1600.0,132.0,360.0,1.0,754,42,0.0562659846547314,True,False,False,False,False,True,False,True,False,True
3010,3136.0,146.41216216216216,360.0,0.0,888,42,0.0486419143395887,True,True,False,False,False,True,False,False,True,False
2333,2417.0,136.0,360.0,1.0,376,40,0.0582940420060008,True,True,False,False,False,False,False,False,True,True
5488,0.0,125.0,360.0,1.0,605,29,0.0227769679300291,True,True,False,False,False,False,False,False,False,True
9167,0.0,185.0,360.0,1.0,745,56,0.0201810843242063,True,False,False,False,True,False,False,False,False,True
9504,0.0,275.0,360.0,1.0,515,38,0.0289351851851851,True,True,False,False,True,False,False,False,False,True
2583,2115.0,120.0,360.0,1.0,301,48,0.0464576074332171,True,True,False,False,False,False,False,False,True,True
1993,1625.0,113.0,180.0,1.0,593,36,0.0566984445559458,True,True,False,True,False,True,False,True,False,True
3100,1400.0,113.0,360.0,1.0,873,29,0.0364516129032258,True,True,False,True,False,False,False,False,True,True
3276,484.0,135.0,360.0,1.0,427,36,0.0412087912087912,True,True,False,True,False,False,False,True,False,True
3180,0.0,71.0,360.0,0.0,531,56,0.0223270440251572,False,False,False,False,False,False,False,False,True,False
3033,1459.0,95.0,360.0,1.0,897,40,0.0313221233102538,True,True,False,False,False,False,False,False,True,True
3902,1666.0,109.0,360.0,1.0,848,42,0.0279343926191696,True,False,False,False,False,True,False,False,False,True
1500,1800.0,103.0,360.0,0.0,749,32,0.0686666666666666,False,False,False,False,False,False,False,True,False,False
2889,0.0,45.0,180.0,0.0,462,54,0.0155763239875389,True,True,False,True,False,True,False,False,True,False
2755,0.0,65.0,300.0,1.0,448,58,0.0235934664246823,True,False,False,False,False,True,False,False,False,False
2500,20000.0,103.0,360.0,1.0,506,27,0.0412,True,False,False,False,False,False,False,True,False,True
1963,0.0,53.0,360.0,1.0,597,27,0.0269994905756495,False,False,False,False,False,True,False,True,False,True
7441,0.0,194.0,360.0,1.0,596,23,0.0260717645477758,False,False,False,False,False,False,True,False,False,False
4547,0.0,115.0,360.0,1.0,747,32,0.0252914009236859,False,False,False,False,False,False,False,True,False,True
2167,2400.0,115.0,360.0,1.0,653,28,0.053068758652515,True,True,False,False,False,True,False,False,True,True
2213,0.0,66.0,360.0,1.0,717,52,0.0298237686398554,False,False,False,False,False,True,False,False,False,True
8300,0.0,152.0,300.0,0.0,387,49,0.0183132530120481,True,True,True,False,False,False,False,True,False,False
81000,0.0,360.0,360.0,0.0,501,44,0.0044444444444444,True,True,False,False,True,False,False,False,False,False
3867,0.0,62.0,360.0,1.0,773,54,0.0160331005947763,False,False,True,False,False,True,True,True,False,False
6256,0.0,160.0,360.0,1.0,804,37,0.0255754475703324,True,True,False,False,False,False,False,False,True,True
6096,0.0,218.0,360.0,0.0,546,24,0.035761154855643,True,True,False,False,False,True,False,False,False,False
2253,2033.0,110.0,360.0,1.0,770,32,0.0488237905015534,True,True,False,False,False,True,False,False,False,True
2149,3237.0,178.0,360.0,0.0,494,57,0.0828292228943694,False,True,False,False,False,True,False,True,False,False
2995,0.0,60.0,360.0,1.0,737,24,0.020033388981636,False,False,False,False,False,False,False,False,True,True
2600,0.0,160.0,360.0,1.0,806,41,0.0615384615384615,False,False,True,False,False,False,False,False,True,False
1600,20000.0,239.0,360.0,1.0,446,52,0.149375,True,True,False,True,False,False,True,False,True,False
1025,2773.0,112.0,360.0,1.0,467,30,0.1092682926829268,True,True,False,False,False,False,False,False,False,True
3246,1417.0,138.0,360.0,1.0,407,52,0.0425138632162661,True,True,False,False,False,False,False,True,False,True
5829,0.0,138.0,360.0,1.0,478,51,0.0236747297992794,True,True,False,False,False,False,False,False,False,True
2720,0.0,80.0,360.0,0.0,371,44,0.0294117647058823,False,False,False,False,False,True,False,False,True,False
1820,1719.0,100.0,360.0,1.0,427,31,0.0549450549450549,True,True,False,False,False,False,False,False,True,True
7250,1667.0,110.0,360.0,0.0,364,25,0.0151724137931034,True,True,True,False,False,False,False,False,True,False
14880,0.0,96.0,360.0,1.0,616,35,0.0064516129032258,True,True,False,False,False,False,False,True,False,True
2666,4300.0,121.0,360.0,1.0,431,52,0.0453863465866466,True,True,False,False,False,False,False,False,False,True
4606,0.0,81.0,360.0,1.0,387,24,0.0175857577073382,False,False,True,False,False,True,False,False,False,False
5935,0.0,133.0,360.0,1.0,744,58,0.0224094355518112,True,True,False,True,False,False,False,True,False,True
2920,16.12000084,87.0,360.0,1.0,300,55,0.0297945205479452,True,True,False,False,False,False,False,False,False,True
2717,0.0,60.0,180.0,1.0,640,43,0.0220831799779168,True,False,False,False,False,True,False,False,True,True
8624,0.0,150.0,360.0,1.0,485,52,0.0173933209647495,False,False,True,False,False,False,True,True,False,True
6500,0.0,105.0,360.0,0.0,603,23,0.0161538461538461,True,False,False,False,False,False,False,False,False,False
12876,0.0,405.0,360.0,1.0,381,58,0.0314538676607642,True,False,False,False,False,False,False,True,False,True
2425,2340.0,143.0,360.0,1.0,377,40,0.0589690721649484,True,True,False,False,False,False,False,True,False,True
3750,0.0,100.0,360.0,1.0,455,54,0.0266666666666666,True,False,False,False,False,False,False,False,True,True
10047,0.0,146.41216216216216,240.0,1.0,410,53,0.0145727244114822,False,True,False,False,False,False,False,True,False,True
1926,1851.0,50.0,360.0,1.0,599,25,0.0259605399792315,True,False,False,False,False,False,False,True,False,True
2213,1125.0,146.41216216216216,360.0,1.0,707,35,0.0661600371270502,True,True,False,False,False,False,False,False,True,True
10416,0.0,187.0,360.0,0.0,337,30,0.0179531490015361,True,False,False,False,False,False,True,False,True,False
7142,0.0,138.0,360.0,1.0,809,46,0.0193223186782413,False,True,False,False,False,True,True,False,False,True
3660,5064.0,187.0,360.0,1.0,850,50,0.0510928961748633,True,False,False,False,False,False,False,True,False,True
7901,1833.0,180.0,360.0,1.0,685,39,0.0227819263384381,True,True,False,False,False,False,False,False,False,True
4707,1993.0,148.0,360.0,1.0,416,35,0.0314425323985553,True,False,False,False,True,True,False,True,False,True
37719,0.0,152.0,360.0,1.0,407,29,0.0040297993053898,True,False,True,False,False,False,False,True,False,True
7333,8333.0,175.0,300.0,1.0,398,55,0.0238647211236874,True,True,False,False,False,False,False,False,False,True
3466,1210.0,130.0,360.0,1.0,590,33,0.0375072129255626,True,True,True,False,False,False,True,False,False,True
4652,0.0,110.0,360.0,1.0,827,22,0.023645743766122,True,True,False,True,False,True,False,False,False,True
3539,1376.0,55.0,360.0,1.0,892,57,0.0155411133088443,True,True,False,False,False,False,False,False,False,False
3340,1710.0,150.0,360.0,0.0,429,36,0.0449101796407185,True,True,False,True,False,False,False,False,False,False
2769,1542.0,190.0,360.0,1.0,478,49,0.0686168291802094,True,False,True,False,False,True,True,True,False,False
2309,1255.0,125.0,360.0,0.0,530,46,0.0541359896058899,True,True,False,True,False,True,False,False,False,False
1958,1456.0,60.0,300.0,1.0,395,29,0.0306435137895812,True,True,False,True,False,True,False,False,True,True
3948,1733.0,149.0,360.0,0.0,598,48,0.03774062816616,True,True,False,False,False,False,False,False,False,False
2483,2466.0,90.0,180.0,0.0,816,29,0.0362464760370519,True,True,False,False,False,False,False,False,False,True
7085,0.0,84.0,360.0,1.0,728,52,0.0118560338743824,True,False,False,False,False,False,True,True,False,True
3859,0.0,96.0,360.0,1.0,335,54,0.0248769111168696,True,True,False,True,False,False,False,True,False,True
4301,0.0,118.0,360.0,1.0,674,38,0.0274354801209021,True,True,False,False,False,False,False,False,True,True
3708,2569.0,173.0,360.0,1.0,395,37,0.046655879180151,True,True,False,False,False,False,False,False,True,False
4354,0.0,136.0,360.0,1.0,563,46,0.0312356453835553,True,False,False,True,False,False,False,False,False,True
8334,0.0,160.0,360.0,1.0,490,27,0.0191984641228701,True,True,False,False,False,False,False,True,False,False
2083,4083.0,160.0,360.0,1.0,466,33,0.0768122899663946,True,True,False,False,False,False,True,True,False,True
7740,0.0,128.0,180.0,1.0,509,54,0.0165374677002583,True,True,False,False,True,False,False,False,True,True
3015,2188.0,153.0,360.0,1.0,507,50,0.0507462686567164,True,True,False,False,False,False,False,False,False,True
5191,0.0,132.0,360.0,1.0,799,57,0.0254286264688884,False,False,True,False,False,True,False,True,False,True
4166,0.0,98.0,360.0,0.0,836,33,0.0235237638022083,True,False,False,False,False,False,False,True,False,False
6000,0.0,140.0,360.0,1.0,606,44,0.0233333333333333,True,False,False,False,False,False,False,False,False,True
2947,1664.0,70.0,180.0,0.0,368,38,0.0237529691211401,True,True,False,False,True,True,False,False,True,False
16692,0.0,110.0,360.0,1.0,898,54,0.0065899832254972,True,True,False,False,False,False,False,True,False,True
210,2917.0,98.0,360.0,1.0,677,21,0.4666666666666667,False,True,False,True,False,True,False,True,False,True
4333,2451.0,110.0,360.0,1.0,333,35,0.0253865681975536,True,True,False,False,False,False,False,False,True,False
3450,2079.0,162.0,360.0,1.0,895,54,0.0469565217391304,True,True,True,False,False,False,True,True,False,True
2653,1500.0,113.0,180.0,0.0,563,35,0.0425932906143987,True,True,True,False,False,True,False,False,False,False
4691,0.0,100.0,360.0,1.0,504,40,0.0213174163291409,True,True,False,False,True,False,False,True,False,True
2500,0.0,93.0,360.0,1.0,463,49,0.0372,False,False,False,False,False,False,True,False,True,True
5532,4648.0,162.0,360.0,1.0,310,41,0.0292841648590021,True,False,False,True,False,False,False,False,False,True
16525,1014.0,150.0,360.0,1.0,395,45,0.0090771558245083,True,True,False,True,False,False,True,False,False,True
6700,1750.0,230.0,300.0,1.0,321,26,0.0343283582089552,True,True,False,True,False,False,False,True,False,True
2873,1872.0,132.0,360.0,0.0,597,50,0.0459450052210233,True,True,False,True,False,False,False,True,False,False
16667,2250.0,86.0,360.0,1.0,775,34,0.0051598968020639,True,True,True,False,False,False,True,True,False,True
2947,1603.0,146.41216216216216,360.0,1.0,477,41,0.04968176523996,True,True,False,True,False,False,False,False,True,False
4350,0.0,154.0,360.0,1.0,504,37,0.0354022988505747,False,False,False,False,False,True,False,False,False,True
3095,0.0,113.0,360.0,1.0,589,22,0.0365105008077544,True,True,False,False,True,True,False,False,False,True
2083,3150.0,128.0,360.0,1.0,678,47,0.0614498319731156,True,True,False,False,False,False,False,True,False,True
10833,0.0,234.0,360.0,1.0,886,35,0.0216006646358349,True,True,False,False,False,False,False,True,False,True
8333,0.0,246.0,360.0,1.0,713,21,0.0295211808472338,True,True,False,True,False,False,False,True,False,True
1958,2436.0,131.0,360.0,1.0,710,55,0.0669050051072523,True,True,True,False,False,True,False,False,False,True
3547,0.0,80.0,360.0,0.0,623,23,0.0225542712151113,True,False,False,True,False,False,False,False,False,False
18333,0.0,500.0,360.0,1.0,327,45,0.0272732231495118,True,True,True,False,False,False,False,False,True,False
4583,2083.0,160.0,360.0,1.0,766,33,0.0349116299367226,True,True,False,True,False,False,True,True,False,True
2435,0.0,75.0,360.0,1.0,651,55,0.0308008213552361,True,False,False,False,False,False,False,False,True,False
2699,2785.0,96.0,360.0,1.0,850,37,0.0355687291589477,True,False,False,False,False,True,False,True,False,True
5333,1131.0,186.0,360.0,1.0,456,45,0.0348771798237389,True,True,True,False,False,True,False,False,True,True
3691,0.0,110.0,360.0,1.0,749,31,0.0298022216201571,True,False,False,False,False,True,False,False,False,True
17263,0.0,225.0,360.0,1.0,526,52,0.0130336557956322,False,False,False,False,False,True,True,True,False,True
3597,2157.0,119.0,360.0,0.0,536,30,0.033083124826244,True,True,False,False,False,False,False,False,False,False
3326,913.0,105.0,84.0,1.0,684,36,0.0315694527961515,False,True,True,False,False,False,False,True,False,True
2600,1700.0,107.0,360.0,1.0,756,22,0.0411538461538461,True,True,False,False,False,True,False,False,False,True
4625,2857.0,111.0,12.0,1.0,593,54,0.024,True,True,False,False,False,False,False,False,True,True
2895,0.0,95.0,360.0,1.0,514,42,0.0328151986183074,True,True,True,False,False,False,True,True,False,True
6283,4416.0,209.0,360.0,0.0,817,59,0.0332643641572497,True,False,False,False,False,False,False,False,False,False
645,3683.0,113.0,480.0,1.0,631,52,0.1751937984496124,False,False,False,False,False,False,False,False,False,True
3159,0.0,100.0,360.0,1.0,586,37,0.0316555872111427,False,False,False,False,False,False,False,True,False,True
4865,5624.0,208.0,360.0,1.0,386,28,0.042754367934224,True,True,False,True,False,False,False,True,False,True
4050,5302.0,138.0,360.0,1.0,488,48,0.034074074074074,True,True,True,False,False,True,False,False,False,False
3814,1483.0,124.0,300.0,1.0,619,28,0.0325117986366019,True,True,False,False,False,True,False,True,False,True
3510,4416.0,243.0,360.0,1.0,839,35,0.0692307692307692,True,True,False,True,False,False,False,False,False,True
20833,6667.0,480.0,360.0,1.0,712,34,0.0230403686458983,True,True,False,False,False,False,False,False,True,True
3583,0.0,96.0,360.0,1.0,463,31,0.026793190064192,True,False,False,False,False,False,False,False,True,False
2479,3013.0,188.0,360.0,1.0,542,44,0.0758370310609116,True,True,False,False,False,False,True,False,True,True
13262,0.0,40.0,360.0,1.0,457,57,0.003016136329362,False,False,True,False,False,False,False,False,True,True
3598,1287.0,100.0,360.0,1.0,664,26,0.027793218454697,True,False,False,False,False,True,False,False,False,False
6065,2004.0,250.0,360.0,1.0,376,55,0.0412201154163231,True,True,True,False,False,False,False,True,False,True
3283,2035.0,148.0,360.0,1.0,688,26,0.045080718854706,True,True,False,True,False,False,False,False,True,True
2130,6666.0,70.0,180.0,1.0,687,26,0.0328638497652582,True,True,False,False,False,False,False,True,False,False
5815,3666.0,311.0,360.0,1.0,333,38,0.0534823731728288,True,False,False,False,False,False,False,False,False,False
3466,3428.0,150.0,360.0,1.0,806,59,0.0432775533756491,True,True,False,False,True,False,False,False,False,True
2031,1632.0,113.0,480.0,1.0,874,55,0.0556376169374692,False,True,False,True,False,False,False,True,False,True
3074,1800.0,123.0,360.0,0.0,813,22,0.0400130123617436,True,True,False,False,False,True,False,True,False,False
4683,1915.0,185.0,360.0,1.0,824,45,0.0395045910740978,True,False,False,False,False,False,False,True,False,False
3400,0.0,95.0,360.0,1.0,837,21,0.0279411764705882,False,False,False,False,False,True,False,False,False,False
2192,1742.0,45.0,360.0,1.0,671,37,0.0205291970802919,True,True,False,True,False,True,False,True,False,True
2500,0.0,55.0,360.0,1.0,807,42,0.022,True,False,False,False,False,False,False,True,False,True
5677,1424.0,100.0,360.0,1.0,781,44,0.0176149374669719,True,True,False,False,True,False,True,False,False,True
7948,7166.0,480.0,360.0,1.0,724,49,0.0603925515853044,True,True,False,True,False,False,True,False,False,True
4680,2087.0,146.41216216216216,360.0,1.0,508,43,0.03128465003465,True,False,False,False,False,False,False,True,False,False
17500,0.0,400.0,360.0,1.0,616,29,0.0228571428571428,True,True,False,True,False,False,True,False,False,True
